,PARTICIPANT_ID,DEVICE,SCREEN_W,SCREEN_H,AGE,GENDER,HAS_TAKEN_TYPING_COURSE,LAYOUT,WPM,ERROR_RATE,NATIVE_LANGUAGE,KEYBOARD_TYPE,USING_APP,USING_FEATURES,FINGERS,TIME_SPENT_TYPING,TYPE_ENGLISH,P_KPD,P_IKI,P_BSP,P_ECPC,P_UILEN,P_KSPC,ITE_SWYPE,ITE_PREDICT,ITE_AUTOCORR
29663,229409,mobile,360,640,36,female,0,qwerty,15.2890252449106,0.725513905683192,en,mobile,Gboard,"""[\no\""""]""""""",right_hand;thumbs,5,,8.560715424533330,128.15105621240400,0,0.0,42.266666666,0.937930446266667,0.047912457912457900,0.21299663299663300,0.015000000000000000
29672,229446,mobile,375,667,25,female,0,qwerty,34.3396417880156,3.74149659863946,ur,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,6,usually,17.242526199666700,85.37340485985860,0.6666666666666670,0.0175026223680468,38.6,0.916563120066667,0,0.14122655122655100,0
29675,229453,mobile,375,812,15,male,0,qwerty,32.2022122478688,1.3351134846462,vi,mobile,notsure,"""[\swipe\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,3,always,18.086802747133300,68.3585924624448,3.8,0.0752031904799806,49.666666666,1.1717395138,0,0,0.04452214452214450
29685,229515,mobile,412,892,17,male,1,qwerty,67.4554718093393,5.33807829181495,hi,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,2,always,4.710795374133330,69.33503061572520,0,0.0,36.6,0.488186663866667,0.7799857549857550,0,0
29686,229516,mobile,438,854,57,male,0,qwerty,14.7278756746212,1.91082802547771,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;middle_fingers,8,,8.280024451400000,108.85952423572000,0,0.0,41.266666666,1.10146518886667,0,0,0
29692,229541,mobile,375,667,16,female,0,qwerty,27.6623793066591,1.35338345864662,hi,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,2,usually,22.137742735066700,145.83642378121300,3.2666666666666700,0.0864285601741763,44.133333333,1.16692657073333,0,0,0
29698,229560,mobile,375,667,14,female,0,qwerty,5.99508722053891,0.649350649350649,hi,mobile,FALSE,"""[\prediction\""""]""""""",left_hand;thumbs,1,sometimes,23.274484801466700,157.45299362466200,3.1333333333333300,0.075266937880803,41.066666666,1.14625468446667,0,0,0.015000000000000000
29706,229592,mobile,320,570,43,female,0,qwerty,18.7859592026501,1.12794070254592,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,2,,13.4464124472,227.8719240458880,0,0.0,42.666666666,0.85616397,0.19656565656565700,0.4645334295334300,0
29710,229615,mobile,360,640,34,female,1,qwerty,19.5941282465803,2.33196159122085,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,12,,5.580994021333330,114.88422898770900,0,0.0,48.0,1.00165501686667,0.02888888888888890,0.2586385836385840,0.03824175824175820
29712,229625,mobile,360,740,43,male,0,qwerty,29.9113132833721,0.845665961945032,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,1,,6.785457174933330,131.1171961598500,1.2,0.0414293266798836,31.466666666,1.3853053306,0,0.05841269841269840,0.07666666666666670
29715,229634,mobile,360,640,20,female,1,qwerty,11.3140692058517,0.303030303030303,ur,mobile,Gboard,"""[\prediction\""""]""""""",left_hand;thumbs,5,always,5.390689923866670,160.2599877696550,0.26666666666666700,0.0086021505376344,44.0,0.847782138666667,0.1914972064972070,0.41964627964628000,0
29719,229653,mobile,375,812,34,female,0,qwerty,37.1134596842934,1.46627565982405,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,0,,19.046813312733300,133.73355028106000,1.1333333333333300,0.0210794874095482,45.266666666,1.06621727493333,0,0.006666666666666670,0.066003626003626
29730,229717,mobile,320,568,26,female,0,qwerty,33.9642968521126,2.74193548387097,en,mobile,Thumbly,"""[\prediction\"""""",""\""""no\""""]""""""",right_hand;thumbs,12,,23.420127598933300,106.846056053802,3.8,0.0853709903901268,42.8,1.0541767082,0,0.10155270655270700,0.13081603581603600
29736,229749,mobile,412,846,37,female,1,qwerty,24.1381363127932,1.20481927710843,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,2,,4.707080592666670,69.56376567050170,0.5333333333333330,0.0106666666666667,43.8,1.429596666,0,0,0.06851851851851850
29758,229883,mobile,360,640,37,female,1,qwerty,33.9980855546631,1.39982502187227,en,mobile,FALSE,"""[\swipe\""""]""""""",right_hand;thumbs,8,,5.890456494066670,53.40340541062060,0,0.0,40.866666666,1.75374187886667,0.031931216931216900,0.0633116883116883,0.19297979797979800
29772,229971,mobile,375,667,20,female,1,qwerty,44.2425629842043,0.873709293089754,en,mobile,notsure,"""[\autocorrection\""""]""""""",right_hand;thumbs,8,,14.218964579866700,120.520959908774,3.933333333333330,0.106090739326033,39.066666666,1.20658662313333,0,0,0.11106782106782100
29776,229991,mobile,455,809,13,female,0,qwerty,28.8428974600188,0.56710775047259,en,mobile,FALSE,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,1,,10.241936141066700,79.36705250466530,0,0.0,35.066666666,1.13617261193333,0,0.065,0.024523809523809500
29784,230030,mobile,375,667,36,female,1,qwerty,31.0546349653998,2.41691842900302,en,mobile,FALSE,"""[\swipe\""""]""""""",right_hand;thumbs,20,sometimes,19.67375579273330,120.4995470012180,2.2666666666666700,0.0556212434462631,43.333333333,1.1083700888,0,0,0
29811,230190,mobile,360,640,30,female,0,qwerty,28.9013801633663,1.48760330578512,en,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,18,,4.625066785666670,113.01518577001400,0.6,0.0139578284074573,40.333333333,1.0747247244,0.02225108225108230,0.06029822029822030,0.026296296296296300
29818,230222,mobile,360,640,35,female,0,qwerty,20.4728391212881,1.26050420168067,ta,mobile,notsure,"""[\prediction\""""]""""""",right_hand;thumbs,0,rarely,12.361651038533300,104.738282801047,0,0.0,47.333333333,0.984716427466667,0.015000000000000000,0.1201924001924000,0.0335978835978836
29823,230248,mobile,414,736,16,female,0,qwerty,43.4450432592042,2.38532110091743,en,mobile,notsure,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,1,always,18.50771284926670,139.6786070679640,2.933333333333330,0.0806500723130654,36.066666666,1.16554921053333,0,0,0.15185425685425700
29827,230276,mobile,360,640,18,male,0,qwerty,32.8005559416261,4.07830342577488,en,mobile,notsure,"""[\swipe\""""]""""""",left_hand;thumbs,2,rarely,9.497137680000000,104.3266384432870,0.3333333333333330,0.0111111111111111,40.333333333,1.30292164266667,0,0.008333333333333330,0
29841,230413,mobile,320,534,20,male,0,qwerty,13.8256990938152,7.54294249439881,en,mobile,SwiftKey,"""[\notsure\""""]""""""","""right_hand;other-nfingers;Middle, index""",23,,13.8265102838,244.9277519185000,0.13333333333333300,0.0020517676767676,46.533333333,1.5075480416,0,0.0493939393939394,0.19155659155659200
29866,230580,mobile,360,720,52,female,0,qwerty,19.9773285279301,3.0791788856305,en,mobile,FALSE,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,4,,6.723473390333330,125.0898671875490,0,0.0,44.666666666,1.02722693313333,0.16491582491582500,0.05136243386243390,0.041973304473304500
29881,230708,mobile,414,896,29,male,1,qwerty,19.7807423061683,1.09375,ur,mobile,FALSE,"""[\autocorrection\"""""",""\""""no\""""]""""""",right_hand;thumbs,8,always,15.625831266466700,108.05540660702100,1.9333333333333300,0.045751760529135,42.6,0.924808344933333,0.012121212121212100,0.16138768638768600,0
29884,230722,mobile,455,910,18,male,0,qwerty,29.030129755883,2.56410256410256,mr,mobile,Gboard,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,2,always,4.7544187422,87.8643588773447,0,0.0,36.2,1.29982779646667,0.008333333333333330,0.04666666666666670,0.15555555555555600
29885,230736,mobile,360,640,22,female,0,qwerty,28.5616057969481,0.155038759689922,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,6,,6.5565900123333300,263.28098600586300,1.0666666666666700,0.0223831300813008,43.0,1.44505951233333,0,0.007407407407407410,0.1055916305916310
29899,230832,mobile,360,760,20,male,0,qwerty,29.0022866074271,2.87769784172662,te,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,5,usually,8.353993644600000,86.08746814781050,0.4666666666666670,0.0099808141474808,45.466666666,1.1908691786,0.005555555555555560,0.005555555555555560,0
29921,230963,mobile,414,896,19,female,1,qwerty,39.986391018071906,3.34302325581395,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;other,6,,15.975510869133300,186.19859845478500,5.8,0.147200096516105,45.4,1.28225984166667,0,0.0044444444444444400,0.21288267288267300
29925,231009,mobile,375,667,20,none,1,qwerty,30.7462470783837,3.35365853658537,en,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;thumbs,20,,14.507914224066700,110.61824186122400,4.333333333333330,0.0935261197173178,43.533333333,1.13080087033333,0,0.03535353535353540,0.052198172198172200
29931,231071,mobile,360,740,33,female,0,qwerty,29.214717188358,1.60116448326055,es,mobile,notsure,"""[\autocorrection\""""]""""""",left_hand;thumbs,10,always,6.6874563492,122.21117621620700,1.8666666666666700,0.0529454437703274,45.333333333,1.36643253206667,0.09814814814814820,0.07749158249158250,0.05730639730639730
29951,231189,mobile,412,846,23,none,1,qwerty,60.6754929237766,4.78153338829349,en,mobile,Gboard,"""[\swipe\""""]""""""",right_hand;other,1,,4.1693646330666700,165.38720216760500,0.3333333333333330,0.0053763440860215,38.266666666,0.517318224133333,0.8447570947570950,0.008333333333333330,0.008333333333333330
29958,231244,mobile,360,720,25,male,0,qwerty,17.5136552326852,0.146412884333821,en,mobile,notsure,"""[\autocorrection\""""]""""""",right_hand;thumbs,2,,9.079089580466670,90.4568191662059,0,0.0,45.533333333,1.22751301806667,0.005128205128205130,0.06694379694379690,0.01693121693121690
29961,231257,mobile,360,640,20,female,1,qwerty,12.620292101247,2.8673835125448,ur,mobile,Gboard,"""[\prediction\""""]""""""",right_hand;thumbs,7,always,10.059900901266700,114.78231921549400,0,0.0,36.466666666,0.830066129133333,0.15168091168091200,0.4263247863247860,0
29962,231266,mobile,375,667,22,male,0,qwerty,35.8829180029581,1.80821917808219,zh,mobile,Gboard,"""[\swipe\"""""",""\""""prediction\""""]""""""",right_hand;other,1,usually,19.26581039146670,780.6603042366850,1.8666666666666700,0.057114329420066,41.333333333,0.391864140466667,0.9725420875420880,0.1501713101713100,0
29964,231275,mobile,375,667,53,female,0,qwerty,22.3309371671992,0.436681222707424,en,mobile,FALSE,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",left_hand;index_fingers,2,,17.98481067086670,409.6635026303880,4.733333333333330,0.121757157898462,45.733333333,1.0626609842,0,0.1601265401265400,0.15416194916194900
29965,231280,mobile,360,640,35,female,0,qwerty,24.0811542261689,0.747384155455904,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,10,,5.952365696666670,123.85865856246200,1.0666666666666700,0.0319595813331511,44.6,1.17460905866667,0.13598364598364600,0.31683742183742200,0.04881673881673880
29970,231307,mobile,360,640,30,female,0,qwerty,35.4690595616699,2.95291300877893,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,0,,8.5381648926,132.10326650368100,0.4,0.0105500821018062,39.466666666,1.0993709274,0,0,0.06002645502645500
30001,231525,mobile,375,667,44,female,0,qwerty,22.7044112487532,0.926935659760087,gu,desktop,FALSE,"""[\swipe\"""""",""\""""prediction\"""""",""\""""no\""""]""""""",right_hand;index_fingers,5,always,18.573827974733300,151.52517856340700,1.0666666666666700,0.0332397670080597,43.133333333,1.064343899,0,0,0.009523809523809520
30005,231560,mobile,360,740,30,female,0,qwerty,26.1107622629827,2.06703910614525,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,2,,5.8709410052,179.2775295861220,0.6666666666666670,0.0123456790123457,42.933333333,1.51490451353333,0,0.016666666666666700,0.016666666666666700
30021,231631,mobile,360,640,38,none,0,qwerty,27.446912222375,0.913937547600914,en,mobile,notsure,"""[\no\""""]""""""",left_hand;thumbs,1,sometimes,11.183638733333300,194.8137742406560,0,0.0,40.2,1.12125351646667,0,0,0
30027,231652,mobile,360,640,21,female,0,qwerty,27.0699666108387,2.17391304347826,en,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,3,,5.148684735933330,134.02621313938900,2.2,0.0562555965935866,42.933333333,1.56711118373333,0,0.12436507936507900,0.08726699226699230
30034,231688,mobile,375,667,24,female,1,qwerty,27.8960416556775,1.73501577287066,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,4,,18.458454990066700,139.20701046946900,2.6,0.0700683385960683,36.6,0.7287946164,0.12697598697598700,0.30180911680911700,0
30038,231733,mobile,414,736,30,male,1,qwerty,39.9813541076297,1.4720314033366,en,mobile,FALSE,"""[\autocorrection\""""]""""""",left_hand;thumbs,6,,16.01289448606670,112.72456673280700,3.8,0.0890019450844811,43.066666666,1.1543694342,0,0.01878787878787880,0
30039,231748,mobile,360,640,21,female,1,qwerty,21.7477671017201,1.18577075098814,hi,mobile,FALSE,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",left_hand;index_fingers,4,always,14.072774190266700,130.08297737191400,0.13333333333333300,0.0020833333333333,50.266666666,1.17438455786667,0.01944444444444440,0.19925925925925900,0
30049,231794,mobile,360,640,28,female,0,qwerty,39.5240052657048,0.613496932515337,en,mobile,notsure,"""[\no\""""]""""""",right_hand;thumbs,2,,4.8261201216,79.0909621675691,1.6666666666666700,0.0337782649291601,43.2,1.2202276778,0,0.01888888888888890,0.04026455026455030
30055,231824,mobile,360,640,38,female,0,qwerty,21.4004855933478,1.3355592654424,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,3,,9.379250337533330,193.93607451303300,0,0.0,39.733333333,1.30994733493333,0,0,0.02619047619047620
30088,232159,mobile,393,786,30,none,0,qwerty,50.0608094794844,0.475435816164818,en,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,3,,10.436642599000000,194.77482608873500,0,0.0,41.933333333,1.0982000604,0.022857142857142900,0.11183020683020700,0.15873737373737400
30091,232172,mobile,360,780,35,female,0,qwerty,32.0276827412158,1.34281200631912,tl,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,1,rarely,7.936036032666670,116.27386229968900,0,0.0,45.866666666,1.30680874773333,0,0.01818181818181820,0
30105,232290,mobile,360,640,28,female,0,qwerty,33.4336180124224,0.84985835694051,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,20,,7.377225123933330,76.69770091034100,0.26666666666666700,0.0061470890570974,46.933333333,1.23614239866667,0.006060606060606060,0.13822991822991800,0.07216089466089470
30110,232311,mobile,360,640,20,none,0,qwerty,32.4353586009338,1.49253731343284,en,mobile,FALSE,"""[\no\""""]""""""",left_hand;middle_fingers,2,,7.465541113400000,125.16075774254200,5.333333333333330,0.115175507927774,48.933333333,1.2311536946,0,0,0
30129,232463,mobile,360,640,28,male,1,qwerty,14.5865724381625,3.03030303030303,hi,mobile,notsure,"""[\swipe\"""""",""\""""no\""""]""""""",right_hand;index_fingers,12,sometimes,9.865521673600000,162.2799052086370,0,0.0,32.533333333,1.26937720373333,0.016666666666666700,0.02222222222222220,0
30132,232469,mobile,375,667,23,female,1,qwerty,30.8937694910756,0.811437403400309,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,24,,16.857348586866700,271.7052872202300,4.133333333333330,0.113143411482307,40.4,1.22625342313333,0,0.010683760683760700,0.0698901098901099
30150,232606,mobile,412,823,33,male,0,qwerty,64.4864272142098,4.28994082840237,en,mobile,FALSE,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;other,1,,1.6490438579333300,101.42724993579900,0,0.0,43.8,0.365016801266667,0.8923032523032520,0,0.0047619047619047600
30155,232622,mobile,414,736,23,female,0,qwerty,39.0996591887944,2.15482841181165,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,24,always,19.064293134533300,80.90080296084300,2,0.0529032122872133,39.466666666,1.08211903226667,0,0,0.18164576164576200
30173,232743,mobile,360,640,49,female,1,qwerty,21.9955497785905,2.48640248640249,en,mobile,notsure,"""[\no\""""]""""""",right_hand;other,8,,7.056167969733340,215.26179230891100,0.06666666666666670,0.0019047619047619,36.6,1.04201726893333,0,0.006060606060606060,0
30181,232808,mobile,360,640,27,female,1,qwerty,33.3855084126182,0.343642611683849,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,8,,9.28905134666667,106.77178266526100,0.06666666666666670,0.0031746031746031,38.8,1.49720422733333,0,0.03396825396825400,0.11034391534391500
30187,232841,mobile,375,667,39,female,0,qwerty,30.1136125275069,2.52225519287834,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,8,,19.12796643553330,75.85122940080160,1,0.0207447679994264,44.866666666,1.03760939313333,0,0,0.08010008510008510
30198,232878,mobile,360,640,8,female,0,qwerty,12.3288828005517,2.61627906976744,en,mobile,notsure,"""[\swipe\"""""",""\""""no\""""]""""""",right_hand;thumbs,24,,6.345795759466670,116.64875506197600,1.2666666666666700,0.0282219228107064,44.733333333,1.36867853146667,0.005128205128205130,0.16065730565730600,0.052991822991823
30218,233008,mobile,375,667,21,female,0,qwerty,34.4019663318716,1.20300751879699,en,mobile,notsure,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,4,,18.51407031946670,64.7486908224368,2.6,0.0672372428777593,42.533333333,1.11722721946667,0,0.01763468013468010,0.07146825396825400
30232,233088,mobile,768,1024,41,female,0,qwerty,18.5638816665371,1.10584518167457,ru,tablet,notsure,"""[\prediction\""""]""""""",right_hand;index_fingers,1,always,23.355721352,164.15385085848700,0.7333333333333330,0.0135714285714286,42.133333333,0.8378295664,0.016666666666666700,0.19734006734006700,0.01111111111111110
30248,233187,mobile,320,568,29,female,0,qwerty,3.91425941064788,0.689655172413793,ml,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,3,always,18.891172464933300,179.7972113089390,2.7333333333333300,0.0672394839330323,38.8,0.901852499933333,0.01619047619047620,0.2577167277167280,0.09972730972730970
30250,233192,mobile,375,667,43,female,0,qwerty,19.6084278072315,0.531914893617021,en,mobile,Thumbly,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\"""""",""\""""no\""""]""""""",right_hand;thumbs,2,,19.690366935400000,101.96821802132500,3.8,0.086525275137182,37.533333333,0.9201087878,0.03272727272727270,0.19911495911495900,0.11053391053391100
30269,233415,mobile,768,1024,32,female,0,qwerty,28.1590929343421,1.92307692307692,en,tablet,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,20,,14.597664059800000,173.12050455229100,2.8,0.0701861758492306,37.866666666,1.13138263773333,0.007407407407407410,0,0.03481481481481480
